task,gpt56_score,r16_reward,r16_n,glm52_verifier_mean,glm52_composite_mean,glm52_n
epidemic-step-simulator,0.625,,,0.0000,0.2625,8
epoch-recovery-parity,0.625,,,0.0000,0.2784,8
ev-charge-contract-fix,0.625,,,0.7500,0.7827,8
failed-aerator-risk-ranking,0.625,,,0.0000,0.2800,8
flux-kontext-modular-pipeline,0.625,,,0.5000,0.6500,8
fogbound-referee-ruling,0.625,,,1.0000,0.8864,8
fraud-ledger-containment,0.625,,,0.5000,0.6008,8
fraud-policy-inference,0.625,,,1.0000,0.9705,8
gamma-rollup-audit-fix,0.625,,,0.6250,0.7019,8
gauging-plan-optimizer,0.625,,,0.6250,0.7300,8
gettext-mo-parity,0.625,,,1.0000,0.9695,8
grocery-next-purchase-ranking,0.625,,,0.0000,0.2825,8
hartley-band-bundle,0.625,,,0.8750,0.7754,8
haul-trace-relink,0.625,,,1.0000,0.9806,8
heritage-strip-reconstruct,0.625,,,0.1250,0.3342,8
hex-interval-recovery,0.625,,,0.7500,0.8125,8
hexbase-endgame-solver,0.625,,,0.7500,0.7771,8
hydride-charge-sizing,0.625,,,0.1250,0.3062,8
ics-window-adjudicator,0.625,,,0.2500,0.4596,8
image-pipeline-repair,0.625,,,0.7500,0.7351,8
instrument-review-rating,0.625,,,0.0000,0.2509,8
iron-model-calibration,0.625,,,0.0000,0.2872,8
isotrace-envelope-correction,0.625,,,0.0000,0.2566,8
issuer-metadata-repair,0.625,,,0.0000,0.1398,8
jam-replay-reports,0.625,,,1.0000,0.9576,8
json-query-runner,0.625,,,0.1250,0.2503,8
keyslot-replay-lineage,0.625,,,1.0000,0.9286,8
knurl-wheel-wear,0.625,,,0.3750,0.4937,8
krb5-realm-resolver,0.625,,,0.1250,0.3875,8
lalonde-dr-att-predictions,0.625,,,0.2500,0.3895,8
lantern-braid-optimizer,0.625,,,0.8750,0.8721,8
lockfile-drift-auditor,0.625,,,0.0000,0.2000,8
login-queue-migrator,0.625,,,0.3750,0.4638,8
lsm-durability-repair,0.625,,,0.1250,0.3737,8
luarocks-admission-gate,0.625,,,0.1250,0.3587,8
maildir-delegation-acls,0.625,,,0.5000,0.6500,8
makefile-stale-rebuild-order,0.625,,,0.0000,0.2801,8
medusa-gaze-reflection,0.625,,,0.0000,0.2819,8
melt-specimen-sizer,0.625,,,0.7500,0.8200,8
mfcc-speaker-clustering,0.625,,,0.3750,0.4875,8
minesweeper-field-campaign,0.625,,,1.0000,0.9171,8
misere-heap-judge,0.625,,,0.6250,0.7167,8
morrowdeep-referee-solver,0.625,,,0.0000,0.2643,8
mount-reconcile-report,0.625,,,0.2500,0.4015,8
mtls-cert-rollout-plan,0.625,,,0.3750,0.4884,8
netpulse-deterministic-routing,0.625,,,0.7500,0.8250,8
ntp-clock-skew,0.625,,,0.1250,0.3594,8
numerical-stability-audit,0.625,,,0.2500,0.4415,8
oauth-scope-reconcile,0.625,,,0.0000,0.2578,8
obligation-digest-repair,0.625,,,0.0000,0.2400,8
offline-go-toolchain-lock,0.625,,,1.0000,0.8500,8
offline-package-resolver,0.625,,,0.5000,0.6246,8
opclock-ledger-audit,0.625,,,0.5000,0.6467,8
openfda-bleeding-model,0.625,,,1.0000,0.9217,8
opq-admm-calibration,0.625,,,0.0000,0.2560,8
overlap-window-rebuild,0.625,,,0.8750,0.8305,8
password-strength-report-fix,0.625,,,0.0000,0.0962,8
pearl-lot-cut-allocation,0.625,,,0.2500,0.4750,8
permutation-scrambler-solver,0.625,,,,,0
pescato-deal-referee,0.625,,,0.1429,0.3918,7
phase2-chain-desk-fix,0.625,,,0.0000,0.2226,8
photon-lattice-calibration,0.625,,,0.6250,0.7227,8
pkar-archive-hardening,0.625,,,0.0000,0.2970,8
pki-incident-replayer,0.625,,,0.0000,0.2772,8
policy-sync-mask-replay,0.625,,,0.0000,0.2000,8
polynomial-equivalence-audit,0.625,,,1.0000,0.9487,8
prenatal-care-prediction,0.625,,,0.6250,0.6329,8
primary-slot-tailloss,0.625,,,0.6250,0.5863,8
prolog-flag-satisfiability,0.625,,,0.6250,0.7352,8
promotion-ledger-reconcile,0.625,,,0.7500,0.8220,8
proposal-step-ledger,0.625,,,0.3750,0.5563,8
proto-schema-gatekeeper,0.625,,,0.2500,0.4352,8
provenance-firewall-compliance,0.625,,,0.0000,0.3000,8
pruned-ssa-cli-java,0.625,,,0.8750,0.8771,8
publication-shift-calibration,0.625,,,1.0000,0.9278,8
quayseal-bundle-admission,0.625,,,0.5000,0.6021,8
queue-semantics-replay,0.625,,,1.0000,0.9783,8
queued-pawn-chess,0.625,,,0.0000,0.2571,8
ramsey-certificate-repair,0.625,,,0.0000,0.2784,8
rebuild-enrollment-descriptor,0.625,,,0.8750,0.7571,8
rebuild-frontier-order,0.625,,,0.8750,0.9125,8
refill-nim-solver,0.625,,,1.0000,1.0000,8
registrar-waitlist-racefix,0.625,,,0.7500,0.7321,8
release-quorum-publisher,0.625,,,0.6250,0.7268,8
release-quorum-witnesses,0.625,,,0.5000,0.6500,8
release-security-review,0.625,,,0.3750,0.5306,8
relic-cipher-replay,0.625,,,0.8750,0.9027,8
rematerialization-seal-recovery,0.625,,,0.0000,0.2250,8
remote-write-wal-reconcile,0.625,,,1.0000,0.9972,8
replay-trace-reconciliation,0.625,,,0.6250,0.7300,8
restore-planner-scheduler,0.625,,,0.3750,0.4936,8
retag-supply-fork,0.625,,,0.3750,0.5167,8
risk-parity-rebalancer,0.625,,,0.8750,0.8365,8
robust-gem-cutting-plan,0.625,,,0.1250,0.3401,8
rpm-offline-cutover,0.625,,,0.7500,0.7675,8
runbook-model-scoring,0.625,,,0.8750,0.8995,8
runevm-cmake-generator,0.625,,,1.0000,1.0000,8
saml-policy-adjudicator,0.625,,,0.3750,0.5454,8
seal-overload-reconstruction,0.625,,,0.1250,0.3350,8
sealgrid-ledger-audit,0.625,,,0.5000,0.6350,8
seam-halo-reconcile,0.625,,,0.0000,0.1969,8
sensor-calibration-rollup,0.625,,,0.0000,0.2816,8
shared-tree-replay-reconcile,0.625,,,1.0000,0.9617,8
ship-stability-simulation,0.625,,,1.0000,0.8843,8
shogi-perft-engine,0.625,,,0.8750,0.8900,8
simclr-contract-replay,0.625,,,0.7500,0.7485,8
simultaneous-relay-arena,0.625,,,0.1250,0.3599,8
site-enrollment-clawbacks,0.625,,,0.1250,0.3875,8
six-qubit-monomial-synthesis,0.625,,,0.3750,0.4926,8
slackresolve-dependency-core,0.625,,,0.5000,0.6328,8
snapshot-persistence-audit,0.625,,,0.5000,0.6007,8
sokoban-chain-replay,0.625,,,0.0000,0.3000,8
sparse-quad-compressor,0.625,,,0.7500,0.7725,8
spectrometer-drift-worker,0.625,,,0.8750,0.8883,8
speed-dating-fairness-audit,0.625,,,0.3750,0.5230,8
spiffe-anchor-audit,0.625,,,0.0000,0.2422,8
spmv-audit-repair,0.625,,,0.0000,0.2025,8
spoold-rotation-repair,0.625,,,1.0000,0.9925,8
sqlite-kmeans-anomaly,0.625,,,0.6250,0.7156,8
stateflow-transition-semantics,0.625,,,0.6250,0.7260,8
svid-rotation-forensics,0.625,,,0.6250,0.7375,8
tarball-replay-audit,0.625,,,0.0000,0.2419,8
telemetry-frame-encoder,0.625,,,0.1250,0.2699,8
temporal-audit-forge,0.625,,,0.8750,0.7394,8
tenant-delegation-access-fix,0.625,,,0.0000,0.3000,8
tgamini-bounds-hardening,0.625,,,0.1250,0.3014,8
thermal-envelope-calibration,0.625,,,0.0000,0.2888,8
tls-identity-validation,0.625,,,1.0000,0.8957,8
track-possession-weaver,0.625,,,1.0000,1.0000,8
transactional-entitlement-repair,0.625,,,0.0000,0.3000,8
tricolor-heap-collector,0.625,,,0.6250,0.6385,8
trust-bundle-mux-rotation,0.625,,,0.1250,0.2504,8
udev-canonical-audit,0.625,,,0.3750,0.4966,8
uri-resolution-normalizer,0.625,,,0.3750,0.5250,8
ventilator-replay-failover,0.625,,,0.8750,0.7156,8
viterbi-chain-decoder,0.625,,,0.8750,0.8712,8
wandb-run-auditor,0.625,,,0.3750,0.5396,8
warehouse-wave-allocation,0.625,,,0.3750,0.5625,8
wattscope-spa-recovery,0.625,,,0.0000,0.2724,8
weld-qualification-planner,0.625,,,0.3750,0.5559,8
workspace-override-audit,0.625,,,0.6250,0.7312,8
workspace-vendor-graph-fix,0.625,,,0.0000,0.1990,8
yocto-setscene-planner,0.625,,,0.7500,0.8250,8
abuse-window-adjudicator,0.5,,,0.0000,0.2938,8
accurate-gaussian-sum,0.5,,,0.0000,0.2111,7
aclscope-inference-daemon,0.5,,,0.2500,0.3054,8
adaptive-recall-audit,0.5,,,0.7500,0.8103,8
airfield-parser-hardening,0.5,,,0.7500,0.8038,8
alpine-version-ordering,0.5,,,0.2500,0.4480,8
anticoagulant-risk-ranker,0.5,,,0.0000,0.2800,8
aptplan-resolver-repair,0.5,,,0.2500,0.3933,8
arborescence-policy-solver,0.5,,,0.0000,0.1863,8
ashgrove-verdict-solver,0.5,,,0.0000,0.2357,8
auction-pacing-shading,0.5,,,1.0000,0.9955,8
audit-ledger-provisioner,0.5,,,0.5000,0.6026,8
auditmesh-contract-replay,0.5,,,0.7500,0.7687,8
aurora-certificate-publisher,0.5,,,0.5000,0.6416,8
authority-recovery-reconcile,0.5,,,0.1250,0.3054,8
avian-courtship-spectra,0.5,,,0.6250,0.6864,8
battery-warranty-adjudicator,0.5,,,0.5000,0.6458,8
beacon-acquisition-planner,0.5,,,1.0000,1.0000,8
bike-station-placement,0.5,,,0.8750,0.8170,8
bitcask-contract-repair,0.5,,,0.0000,0.1488,8
boot-identity-recovery,0.5,,,0.1250,0.3716,8
breaker-thermal-accrual,0.5,,,0.1250,0.3851,8
bree-job-lifecycle-fix,0.5,,,0.2500,0.2994,8
cairn-extract-confinement,0.5,,,0.0000,0.2656,8
calendar-analytics-procedures,0.5,,,0.8571,0.8925,7
cargo-attestation-audit,0.5,,,0.0000,0.2271,8
cargo-lock-audit-repair,0.5,,,0.0000,0.3000,8
cbormini-bounds-audit,0.5,,,0.0000,0.2290,8
cgroup-witness-generation-fix,0.5,,,0.6250,0.7045,8
classifier-churn-trace,0.5,,,0.7500,0.7448,8
cold-spray-qualification,0.5,,,0.1250,0.3490,8
compose-attest-checker,0.5,,,0.0000,0.2806,8
copytruncate-protocol-certifier,0.5,,,1.0000,1.0000,8
crdt-convergence-audit,0.5,,,0.0000,0.2974,8
csv-json-rollup-compiler,0.5,,,0.7500,0.8187,8
debian-package-resolver,0.5,,,0.1250,0.2918,8
deterministic-splorg,0.5,,,0.0000,0.2625,8
dhcp-lease-ledger,0.5,,,0.3750,0.5587,8
dictionary-replay-drift,0.5,,,0.8750,0.7383,8
digester-rebate-settlement,0.5,,,0.0000,0.1858,8
dkms-signature-skew,0.5,,,0.7500,0.5625,8
dnf-obsoletes-hashchain,0.5,,,0.5000,0.6425,8
draftguard-vortex-spans,0.5,,,0.5000,0.5442,8
drilling-kick-risk,0.5,,,0.3750,0.5495,8
edr-containment-audit,0.5,,,0.6250,0.6779,8
effluent-penalty,0.5,,,0.3750,0.5504,8
endorsement-audit-reconstruction,0.5,,,0.2500,0.4750,8
entitlement-scope-audit,0.5,,,0.0000,0.1818,8
env-fragment-merger,0.5,,,0.0000,0.2576,8
escrow-replay-audit,0.5,,,0.0000,0.2932,8
eurocontrol-monthly-panel,0.5,,,1.0000,1.0000,8
expected-abort-tty-reconcile,0.5,,,0.3750,0.5029,8
fair-fraud-screening,0.5,,,0.8750,0.8784,8
fatigue-bayes-averaging,0.5,,,0.8750,0.8750,8
ferryhouse-format-validation,0.5,,,0.0000,0.2231,8
fiber-assignment-optimizer,0.5,,,0.2500,0.4275,8
firmware-dependency-resolver,0.5,,,0.3750,0.5042,8
firmware-ledger-reconciler,0.5,,,0.2500,0.3171,8
fruit-pressing-plan,0.5,,,0.2500,0.4656,8
fuzzy-boundary-estimator,0.5,,,0.6250,0.7281,8
fwh-acoustic-corrections,0.5,,,0.1250,0.3836,8
galvanizing-dip-optimizer,0.5,,,0.3750,0.5250,8
gaol-custody-ledger,0.5,,,1.0000,0.9910,8
gitignore-audit-cli,0.5,,,0.8750,0.8875,8
gmres-partition-resume,0.5,,,0.2500,0.4375,8
green-roof-zone-audit,0.5,,,0.8750,0.9125,8
hsm-escrow-recovery,0.5,,,1.0000,0.7000,8
incident-containment-schedule,0.5,,,0.5000,0.5390,8
intoto-release-gate,0.5,,,0.5000,0.6370,8
kdc-trust-replay,0.5,,,0.0000,0.1952,8
kelp-current-report,0.5,,,0.3750,0.4729,8
levenberg-marquardt-report,0.5,,,0.2500,0.4688,8
macrocycle-nmr-ensemble,0.5,,,0.7500,0.7459,8
marsh-season-lock,0.5,,,0.0000,0.3000,8
measured-boot-forensics,0.5,,,0.7500,0.7897,8
meerschaum-pit-planner,0.5,,,0.5000,0.6327,8
mesh-route-recovery,0.5,,,0.0000,0.2196,8
metering-billing-rollup,0.5,,,1.0000,0.9615,8
metro-cell-channel-replan,0.5,,,1.0000,1.0000,8
mimescan-limit-enforcement,0.5,,,0.2500,0.4187,8
museum-stealth-engine,0.5,,,0.0000,0.2495,8
mux-trace-state-repair,0.5,,,0.0000,0.2496,8
netns-egress-isolation,0.5,,,0.3750,0.5528,8
nftables-verdict-evaluator,0.5,,,0.0000,0.2080,8
nmr-coil-fit-engine,0.5,,,0.0000,0.2694,8
node-semver-range-checker,0.5,,,0.0000,0.2899,8
numpy-percentile-methods,0.5,,,0.2500,0.4037,8
objcache-session-reconciler,0.5,,,0.0000,0.2297,8
office-review-rating,0.5,,,0.7500,0.7924,8
offline-wave-planner,0.5,,,0.2500,0.4681,8
openapi-merge-stabilizer,0.5,,,0.0000,0.2852,8
opentype-glyph-audit,0.5,,,0.6250,0.7330,8
order-fulfillment-waves,0.5,,,0.7500,0.8250,8
osmosis-stress-simulator,0.5,,,0.7500,0.8250,8
outbox-drain-planner,0.5,,,0.0000,0.3000,8
pacman-ghost-simulator,0.5,,,0.2500,0.4594,8
petalfall-deal-scorer,0.5,,,0.0000,0.2705,8
pick-wave-reconciliation,0.5,,,0.6250,0.7291,8
pillar-grab-solver,0.5,,,0.3750,0.5516,8
policy-role-auditor,0.5,,,0.6250,0.6599,8
pump-release-sampling,0.5,,,0.2500,0.4234,8
radiosonde-cape-watch,0.5,,,0.7500,0.8230,8
recall-chain-replay-fix,0.5,,,0.3750,0.5183,8
release-train-planner,0.5,,,0.0000,0.2790,8
requestgate-regex-hardening,0.5,,,0.8750,0.8734,8
resonance-fit-recovery,0.5,,,1.0000,0.9753,8
resonance-slew-spans,0.5,,,0.7500,0.6484,8
restore-lineage-fix,0.5,,,0.8750,0.9091,8
ridge-accumulation-fix,0.5,,,0.0000,0.0000,8
risk-route-repair-plan,0.5,,,0.0000,0.1800,8
robust-run-allocation,0.5,,,0.1250,0.2202,8
robust-tender-coverage,0.5,,,0.0000,0.1687,8
rogue-dhcp-audit,0.5,,,0.5000,0.6348,8
rollback-poison-reconciler,0.5,,,0.0000,0.2495,8
rookery-format-validator,0.5,,,0.2500,0.4635,8
rpm-resolver-hashchain,0.5,,,0.0000,0.2775,8
rsa-pss-auth-gateway,0.5,,,0.0000,0.2829,8
rts-fog-warforge,0.5,,,0.0000,0.2836,8
schema-drift-admission-hardening,0.5,,,0.0000,0.2318,8
selinux-trust-reachability,0.5,,,1.0000,1.0000,2
sem-clean-frame-planner,0.5,,,0.2500,0.4292,8
semver-bound-inference,0.5,,,0.0000,0.1808,8
sensor-drift-gas-prediction,0.5,,,0.2500,0.4615,8
session-waitlist-reconcile,0.5,,,0.0000,0.1861,8
shader-graph-coordinator,0.5,,,0.1250,0.3555,8
shopper-conversion-pipeline,0.5,,,0.7500,0.7464,8
slo-burn-report,0.5,,,0.3750,0.4442,8
snapguard-retention-fix,0.5,,,0.0000,0.1727,8
snooze-slack-catchup,0.5,,,0.5000,0.6437,8
spe-channel-flash-planner,0.5,,,0.3750,0.5427,8
spectroscopy-release-audit,0.5,,,0.3750,0.5469,8
spool-rotation-handoff,0.5,,,1.0000,0.9868,8
ssa-digraph-metrics,0.5,,,0.7500,0.8115,8
stockroom-etag-repair,0.5,,,1.0000,0.9742,8
string-collation-inference,0.5,,,0.2500,0.4362,8
structural-recursion,0.5,,,0.0000,0.1425,8
tfjs-audit-repair,0.5,,,1.0000,1.0000,8
tide-register-custody,0.5,,,0.6250,0.7375,8
trace-ledger-reconcile,0.5,,,0.0000,0.2239,8
trust-watermark-verifier,0.5,,,0.5000,0.6375,8
turbofan-takeoff-orchestration,0.5,,,0.7500,0.8069,8
twin-elasticity-recovery,0.5,,,0.8750,0.8325,8
uwb-pallet-decoder,0.5,,,0.8750,0.8831,8
wasm-poker-agent,0.5,,,0.6250,0.7239,8
weld-shot-allocation,0.5,,,0.5000,0.6389,8
world-seed-consistency,0.5,,,0.0000,0.2456,8
adaptive-sparse-bart,0.375,,,0.0000,0.2970,8
apptainer-spec-audit,0.375,,,1.0000,0.9561,8
atomic-textfile-rollover,0.375,,,0.2500,0.4636,8
audit-log-sanitizer,0.375,,,0.7500,0.6956,8
auroral-lattice-fusion,0.375,,,1.0000,0.9925,8
blow-mould-trial-planner,0.375,,,0.8750,0.8102,8
braze-soak-optimizer,0.375,,,0.7500,0.8223,8
broker-notify-pid-drift,0.375,,,0.6250,0.6412,8
bus-guard-reconstruction,0.375,,,0.1250,0.3773,8
calibration-replay-repair,0.375,,,1.0000,0.9936,8
cargo-codegen-lattice,0.375,,,0.1250,0.2701,8
catalog-snapshot-reconcile,0.375,,,0.6250,0.6141,8
causal-ate-estimation,0.375,,,0.1250,0.2848,8
cautious-lineage-lookup-planner,0.375,,,0.3750,0.5133,8
chess-king-race,0.375,,,0.1250,0.3875,8
coin-roll-route-optimizer,0.375,,,0.8750,0.8981,8
concentrate-penalty-adjudicator,0.375,,,0.2500,0.4598,8
corozo-yield-planner,0.375,,,0.3750,0.5187,8
coulomb-wave-accuracy,0.375,,,0.0000,0.0857,7
crane-seasonal-metrics,0.375,,,0.5000,0.5909,8
crystal-contact-mapper,0.375,,,0.2500,0.4550,8
css-style-sanitizer,0.375,,,0.0000,0.1562,8
csv-dialect-quoting,0.375,,,0.3750,0.5156,8
culture-stream-controller,0.375,,,0.0000,0.2625,8
cyclotron-qualification-planner,0.375,,,0.5000,0.6441,8
deterministic-shard-resume,0.375,,,0.5000,0.6370,8
docket-fee-ledger,0.375,,,0.7500,0.8136,8
ember-gate-battle,0.375,,,0.1250,0.3654,8
epoch-replay-consistency,0.375,,,0.6250,0.7216,8
epstore-crash-recovery,0.375,,,0.3750,0.5492,8
equity-duration-beta,0.375,,,0.8750,0.8000,8
fasttext-evaluate-json,0.375,,,0.0000,0.2238,8
freight-claim-reconciliation,0.375,,,0.1250,0.3791,8
fs-report-repair,0.375,,,0.0000,0.2610,8
galaxy-freeze-release,0.375,,,0.0000,0.0000,8
gate-affinity-router,0.375,,,0.3750,0.5208,8
graphdepot-airgap-repair,0.375,,,0.0000,0.2772,8
graphite-sawing-optimizer,0.375,,,0.2500,0.4532,8
h3-replay-trace-repair,0.375,,,0.0000,0.3000,8
hermetic-archive-repro,0.375,,,1.0000,0.9625,8
hmm-phoneme-decoder,0.375,,,0.8750,0.9050,8
hoist-omega-witness,0.375,,,0.5000,0.6018,8
imagemagick-policy-audit,0.375,,,0.5000,0.6500,8
infant-review-rater,0.375,,,0.7500,0.7730,8
invite-audit-repair,0.375,,,0.0000,0.2977,8
keepalived-vrrp-auditor,0.375,,,0.0000,0.2587,8
klein-siege-solver,0.375,,,0.5000,0.6420,8
lattice-boltzmann-flow,0.375,,,0.0000,0.2812,8
lease-close-reconciliation,0.375,,,0.8750,0.8609,8
ledger-ghost-retire,0.375,,,0.0000,0.2875,8
locale-byte-replay-fix,0.375,,,0.0000,0.2865,8
lockfile-burst-generation,0.375,,,0.0000,0.2335,8
logit-summation-order,0.375,,,0.0000,0.1754,8
loomplan-weave-engine,0.375,,,0.1250,0.3815,8
lxctl-checkpoint-reconcile,0.375,,,0.0000,0.2697,8
malthouse-format-validator,0.375,,,0.2500,0.4692,8
merkle-quorum-repair,0.375,,,0.0000,0.2863,8
metering-stream-reconciler,0.375,,,0.0000,0.2953,8
microscope-drift-analyzer,0.375,,,0.8750,0.9012,8
modgate-attestation-fix,0.375,,,0.0000,0.2841,8
mountinfo-replay-repair,0.375,,,0.0000,0.3000,8
neon-labyrinth-simulator,0.375,,,0.2500,0.4654,8
netns-orphan-rank-fix,0.375,,,1.0000,0.9807,8
nft-shadow-conflict-fix,0.375,,,0.8750,0.8969,8
nodular-casting-optimizer,0.375,,,0.5000,0.6062,8
opam-switch-planner,0.375,,,0.1250,0.2659,8
openpgp-web-trust,0.375,,,0.2500,0.4703,8
orbital-coloring-solver,0.375,,,0.6000,0.7108,5
order-audit-idempotency-fix,0.375,,,0.8750,0.8414,8
ordinal-logistic-classifier,0.375,,,0.5000,0.6500,8
othello-stability-solver,0.375,,,,,0
pharmacy-release-controls,0.375,,,0.6250,0.7225,8
pit-audit-replay-fix,0.375,,,0.0000,0.2964,8
plume-drift-diagnosis,0.375,,,0.2500,0.4699,8
point-rule-inference,0.375,,,0.2500,0.3534,8
policy-epoch-reconcile,0.375,,,0.0000,0.2730,8
price-book-builder,0.375,,,0.6250,0.7225,8
progress-billing-certification,0.375,,,0.8750,0.9125,8
quota-ledger-reconciliation,0.375,,,0.0000,0.2647,8
radio-track-admission,0.375,,,0.2500,0.4750,8
radius-roundtrip-audit,0.375,,,0.0000,0.2625,8
redos-safe-admission,0.375,,,0.0000,0.2953,8
release-attestation-adjudicator,0.375,,,0.0000,0.2625,8
release-tag-signature-audit,0.375,,,0.0000,0.1406,8
render-tile-gpu-runner,0.375,,,0.8750,0.8302,8
resonator-yield-planner,0.375,,,0.3750,0.5149,8
robust-engine-allocation,0.375,,,0.2500,0.4430,8
rollback-lineage-reconcile,0.375,,,1.0000,0.9946,8
scale-ticket-tonnage,0.375,,,0.1250,0.2930,8
scotward-perfect-bot,0.375,,,0.8750,0.8930,8
seeds-multiclass-classifier,0.375,,,1.0000,0.9591,8
seismic-calibration-tool,0.375,,,0.7500,0.8102,8
shell-glob-matcher,0.375,,,1.0000,0.9250,8
sigil-duel-resolver,0.375,,,0.6250,0.6796,8
signed-migration-rebuild,0.375,,,0.1250,0.3500,8
signed-secret-env-gate,0.375,,,0.3750,0.4814,8
slate-lease-planner,0.375,,,0.7500,0.6168,8
spectral-laplacian-repair,0.375,,,0.0000,0.3000,8
spring-logger-allocation,0.375,,,0.7500,0.7562,8
sqlite-asset-bootstrap,0.375,,,0.6250,0.7315,8
sqlite-policy-runner-fix,0.375,,,0.3750,0.4836,8
ssh-access-provisioner,0.375,,,0.5000,0.6091,8
steel-plate-modal-fix,0.375,,,0.0000,0.2405,8
surakarta-move-generator,0.375,,,0.2500,0.4707,8
tar-sandbox-guard,0.375,,,0.5000,0.5969,8
thermal-access-windowjudge,0.375,,,0.0000,0.1950,8
thermal-feasibility-calibrator,0.375,,,0.3750,0.5597,8
tokamak-campaign-ledger,0.375,,,0.8750,0.8949,8
tsdb-replay-archives,0.375,,,1.0000,1.0000,8
turning-corners-solver,0.375,,,0.7500,0.8095,8
voiding-triage-requalification,0.375,,,0.6250,0.6781,8
waitlist-equity-sketch,0.375,,,0.0000,0.2203,8
workflow-cancel-contract,0.375,,,0.6250,0.7339,8
wrapping-counter-timeline,0.375,,,0.0000,0.2750,8
wrenmoor-statement-close,0.375,,,0.2500,0.4569,8
xrf-cast-allocation,0.375,,,0.6250,0.6507,8
zone-evidence-containment,0.375,,,0.7500,0.8250,8
airgap-release-bundles,0.25,,,0.0000,0.2639,8
allergen-reclean-fatigue,0.25,,,0.5000,0.6500,8
anisotropic-indicator-kriging,0.25,,,0.0000,0.2989,8
apt-pin-reconcile-fix,0.25,,,0.0000,0.2910,8
article-filter-pagination-fix,0.25,,,0.2500,0.4199,8
ats-assignment-analyzer,0.25,,,0.1250,0.3695,8
attestation-frame-verifier,0.25,,,0.5000,0.6354,8
audit-journal-recovery,0.25,,,0.0000,0.1941,8
bazel-cache-provenance,0.25,,,0.8750,0.8766,8
beacon-quorum-pipeline,0.25,,,0.5000,0.6045,8
benson-life-counter,0.25,,,0.2500,0.3800,8
berth-collector-recovery,0.25,,,0.0000,0.3000,8
bitrot-generation-reconcile,0.25,,,0.0000,0.2909,8
blend-firing-optimizer,0.25,,,0.2500,0.3450,8
blind-trace-deconvolution,0.25,,,0.2500,0.4750,8
bookmark-storage-consistency,0.25,,,0.2500,0.4182,8
boolean-expression-evaluator,0.25,,,0.2500,0.2708,8
briar-cut-planner,0.25,,,0.3750,0.5437,8
byte-audit-pipeline,0.25,,,0.1250,0.3092,8
calorimeter-cluster-watershed,0.25,,,0.0000,0.2455,8
can-safety-audit,0.25,,,0.5000,0.6312,8
canal-transit-ledger,0.25,,,0.6250,0.6760,8
capability-envelope-repair,0.25,,,0.2500,0.4188,8
capillary-viscometer-calibration,0.25,,,0.0000,0.2812,8
capsig-replay-audit,0.25,,,0.5000,0.5930,8
cargo-index-prune-repair,0.25,,,0.8750,0.9075,8
cargo-yard-slotting,0.25,,,0.2500,0.4487,8
centrifuge-filmguard-states,0.25,,,0.5000,0.6216,8
character-state-arcs,0.25,,,0.1250,0.3558,8
coating-read-allocation,0.25,,,0.6250,0.6946,8
comparable-version-compare,0.25,,,0.3750,0.5510,8
creel-allocation-optimizer,0.25,,,0.3750,0.4383,8
crucible-trace-digest-fix,0.25,,,0.8750,0.9031,8
cryo-calibration-fusion,0.25,,,0.0000,0.2515,8
decimal-parity-bridge,0.25,,,1.0000,0.9058,8
deterministic-chamber-duel,0.25,,,0.0000,0.2388,8
diamond-price-regression,0.25,,,0.3750,0.5613,8
django-worker-release-lock,0.25,,,0.0000,0.2897,8
donor-ribbon-pulse-optimizer,0.25,,,0.2500,0.3812,8
driver-dependency-resolver,0.25,,,0.3750,0.5625,8
dryclean-ticket-fix,0.25,,,0.0000,0.1332,8
drydock-overstay-adjudicator,0.25,,,0.6250,0.7290,8
failure-scoring-pipeline,0.25,,,1.0000,0.8875,8
feed-revision-coherence,0.25,,,0.6250,0.6687,8
feed-snapshot-coherence,0.25,,,0.6250,0.6332,8
fermenter-feed-policy,0.25,,,0.2500,0.3227,8
fido-verdict-report,0.25,,,0.1250,0.3694,8
fireball-genealogy-solver,0.25,,,0.0000,0.2016,8
fleet-gate-contract-repair,0.25,,,0.0000,0.2740,8
fleet-maintenance-ledger,0.25,,,0.0000,0.2681,8
forensic-wire-decoder,0.25,,,0.0000,0.2595,8
fraud-ledger-windows,0.25,,,0.2500,0.4293,8
gc-ri-reconciliation,0.25,,,0.8750,0.8469,8
go-fp-stability-replay,0.25,,,0.5000,0.6025,8
heat-catalog-replay-repair,0.25,,,0.1250,0.3312,8
heater-dwell-ledger,0.25,,,0.3750,0.5576,8
helios-tpm-breakglass,0.25,,,0.0000,0.2074,8
helm-provenance-audit,0.25,,,0.0000,0.2918,8
hpo-drift-monitoring,0.25,,,0.0000,0.2561,8
integer-cycle-residuals,0.25,,,0.0000,0.2676,8
iptables-nft-drift,0.25,,,0.7500,0.7957,8
jail-path-escape-guard,0.25,,,0.0000,0.2573,8
ledger-rounding-repair,0.25,,,0.0000,0.2963,8
license-boundary-policy,0.25,,,0.0000,0.2900,8
license-escrow-audit,0.25,,,0.5000,0.6287,8
lineage-watermark-replay,0.25,,,0.0000,0.2787,8
lockd-reclaim-drift,0.25,,,0.5000,0.5583,8
mail-trace-reconciler,0.25,,,0.0000,0.2400,8
md-checkpoint-reproducibility,0.25,,,0.0000,0.2847,8
memscope-replay-drift,0.25,,,0.0000,0.1140,8
